is_offer_completed,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social
True,M,71,69000.0,2018,5,30,5,5,5,bogo,True,True,True,True
False,M,23,34000.0,2017,12,15,10,10,5,bogo,True,True,True,True
True,M,47,70000.0,2017,3,29,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2018,7,20,0,0,3,informational,True,True,False,True
True,F,77,112000.0,2016,10,20,2,10,10,discount,True,True,True,True
False,F,59,88000.0,2018,7,26,0,0,3,informational,True,True,False,True
True,M,58,68000.0,2015,10,19,5,5,7,bogo,True,True,True,False
False,F,50,75000.0,2018,1,6,0,0,3,informational,True,True,False,True
False,F,67,36000.0,2017,11,13,10,10,7,bogo,True,True,False,True
False,F,22,40000.0,2017,10,7,0,0,3,informational,True,True,False,True
False,F,69,80000.0,2018,6,14,0,0,4,informational,True,True,True,False
False,M,58,31000.0,2016,3,11,10,10,7,bogo,True,True,False,True
True,M,52,54000.0,2015,8,22,5,5,7,bogo,True,True,True,False
True,M,72,62000.0,2017,11,22,2,10,10,discount,True,True,True,True
True,F,58,37000.0,2017,10,28,10,10,7,bogo,True,True,False,True
False,M,87,33000.0,2018,1,28,0,0,4,informational,True,True,True,False
False,M,40,52000.0,2013,8,9,10,10,7,bogo,True,True,False,True
True,M,35,69000.0,2018,1,22,10,10,7,bogo,True,True,False,True
False,F,58,109000.0,2016,6,17,10,10,7,bogo,True,True,False,True
False,F,64,70000.0,2018,7,2,10,10,7,bogo,True,True,False,True
True,F,49,113000.0,2015,10,15,5,5,7,bogo,True,True,True,False
True,M,62,65000.0,2015,9,30,5,5,7,bogo,True,True,True,False
False,M,21,50000.0,2017,10,1,0,0,3,informational,True,True,False,True
True,F,36,91000.0,2017,12,2,5,5,7,bogo,True,True,True,False
False,M,68,36000.0,2018,1,8,10,10,5,bogo,True,True,True,True
False,M,24,53000.0,2015,8,19,0,0,3,informational,True,True,False,True
True,F,49,112000.0,2018,1,31,3,7,7,discount,True,True,True,True
True,F,87,94000.0,2017,5,7,10,10,5,bogo,True,True,True,True
True,M,70,69000.0,2016,8,10,2,10,7,discount,True,True,True,False
True,F,68,51000.0,2017,1,15,10,10,7,bogo,True,True,False,True
True,M,71,97000.0,2018,6,15,2,10,10,discount,True,True,True,True
True,M,55,57000.0,2015,1,19,10,10,7,bogo,True,True,False,True
True,M,52,69000.0,2017,6,6,10,10,5,bogo,True,True,True,True
True,F,57,71000.0,2015,11,3,10,10,5,bogo,True,True,True,True
False,F,73,90000.0,2015,12,1,0,0,3,informational,True,True,False,True
True,O,55,80000.0,2017,10,22,2,10,10,discount,True,True,True,True
True,F,54,105000.0,2017,3,30,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2016,9,10,5,5,5,bogo,True,True,True,True
False,M,32,47000.0,2018,1,1,10,10,5,bogo,True,True,True,True
True,F,73,72000.0,2016,2,14,10,10,7,bogo,True,True,False,True
False,M,47,35000.0,2017,7,29,0,0,4,informational,True,True,True,False
False,M,57,42000.0,2018,5,31,2,10,10,discount,True,True,True,True
True,F,73,101000.0,2015,9,11,10,10,7,bogo,True,True,False,True
True,F,73,57000.0,2016,9,21,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2017,6,3,10,10,7,bogo,True,True,False,True
False,M,49,47000.0,2017,9,9,10,10,7,bogo,True,True,False,True
False,M,72,40000.0,2017,10,15,0,0,3,informational,True,True,False,True
False,M,49,96000.0,2018,1,25,5,20,10,discount,True,False,True,False
False,M,23,54000.0,2018,2,28,3,7,7,discount,True,True,True,True
True,F,41,83000.0,2015,10,6,2,10,10,discount,True,True,True,True
False,O,68,43000.0,2017,12,11,10,10,7,bogo,True,True,False,True
False,M,47,44000.0,2017,11,9,2,10,10,discount,True,True,True,True
True,F,53,62000.0,2018,1,22,2,10,10,discount,True,True,True,True
False,M,24,44000.0,2018,7,14,0,0,3,informational,True,True,False,True
True,M,56,90000.0,2017,3,20,5,5,5,bogo,True,True,True,True
False,M,22,33000.0,2017,8,3,10,10,5,bogo,True,True,True,True
False,F,80,60000.0,2018,1,4,2,10,7,discount,True,True,True,False
True,F,55,94000.0,2017,10,16,10,10,7,bogo,True,True,False,True
True,M,54,63000.0,2017,7,21,5,5,5,bogo,True,True,True,True
True,F,72,118000.0,2017,10,11,10,10,5,bogo,True,True,True,True
False,F,82,93000.0,2016,11,8,0,0,4,informational,True,True,True,False
True,M,20,57000.0,2018,4,27,3,7,7,discount,True,True,True,True
True,M,52,52000.0,2018,1,12,10,10,5,bogo,True,True,True,True
True,M,38,62000.0,2018,5,17,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2016,7,28,3,7,7,discount,True,True,True,True
True,M,35,48000.0,2018,5,13,3,7,7,discount,True,True,True,True
False,M,67,52000.0,2018,1,20,0,0,4,informational,True,True,True,False
True,F,39,78000.0,2016,1,19,10,10,7,bogo,True,True,False,True
True,M,66,31000.0,2016,8,5,5,5,7,bogo,True,True,True,False
False,F,50,63000.0,2016,7,8,5,5,5,bogo,True,True,True,True
False,F,61,87000.0,2015,11,28,5,5,5,bogo,True,True,True,True
True,M,61,44000.0,2016,1,8,10,10,7,bogo,True,True,False,True
False,M,68,50000.0,2016,1,23,10,10,5,bogo,True,True,True,True
False,F,55,80000.0,2017,12,21,0,0,3,informational,True,True,False,True
True,F,78,83000.0,2017,4,18,10,10,7,bogo,True,True,False,True
False,O,39,70000.0,2018,5,27,5,5,5,bogo,True,True,True,True
True,M,49,52000.0,2017,6,16,10,10,7,bogo,True,True,False,True
True,M,85,85000.0,2016,7,14,10,10,7,bogo,True,True,False,True
True,F,54,61000.0,2016,7,6,5,5,7,bogo,True,True,True,False
False,M,66,58000.0,2018,1,22,10,10,7,bogo,True,True,False,True
False,M,58,48000.0,2014,2,16,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,7,27,2,10,7,discount,True,True,True,False
True,M,21,45000.0,2017,9,16,3,7,7,discount,True,True,True,True
False,F,53,83000.0,2017,7,28,5,20,10,discount,True,False,True,False
False,F,62,76000.0,2018,1,2,0,0,4,informational,True,True,True,False
True,M,83,66000.0,2016,6,8,5,5,7,bogo,True,True,True,False
True,F,60,108000.0,2015,8,22,5,5,5,bogo,True,True,True,True
False,F,82,107000.0,2017,12,28,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2016,12,26,0,0,4,informational,True,True,True,False
True,F,40,31000.0,2018,1,24,10,10,7,bogo,True,True,False,True
False,M,20,32000.0,2017,11,12,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,5,28,5,5,7,bogo,True,True,True,False
True,M,82,104000.0,2017,6,23,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2017,12,1,3,7,7,discount,True,True,True,True
True,M,28,50000.0,2015,12,6,2,10,10,discount,True,True,True,True
True,F,24,39000.0,2017,10,24,5,5,7,bogo,True,True,True,False
True,M,35,49000.0,2015,9,1,3,7,7,discount,True,True,True,True
True,F,57,70000.0,2018,1,7,5,5,7,bogo,True,True,True,False
True,F,60,71000.0,2018,4,10,10,10,5,bogo,True,True,True,True
False,M,35,40000.0,2017,10,22,2,10,10,discount,True,True,True,True
True,F,57,102000.0,2017,7,30,2,10,10,discount,True,True,True,True
True,M,63,60000.0,2017,8,9,2,10,7,discount,True,True,True,False
False,F,52,39000.0,2016,9,11,0,0,3,informational,True,True,False,True
False,M,59,87000.0,2018,2,1,0,0,4,informational,True,True,True,False
True,F,62,47000.0,2017,12,29,10,10,7,bogo,True,True,False,True
True,M,61,35000.0,2017,12,18,3,7,7,discount,True,True,True,True
False,M,59,66000.0,2014,9,3,0,0,3,informational,True,True,False,True
False,F,69,83000.0,2015,9,20,0,0,3,informational,True,True,False,True
True,F,35,72000.0,2018,1,2,5,5,5,bogo,True,True,True,True
True,M,61,53000.0,2017,2,5,10,10,7,bogo,True,True,False,True
True,M,55,81000.0,2017,11,14,10,10,7,bogo,True,True,False,True
False,M,72,62000.0,2017,11,22,10,10,7,bogo,True,True,False,True
False,M,77,94000.0,2015,2,9,10,10,7,bogo,True,True,False,True
True,F,118,70598.23,2018,2,14,3,7,7,discount,True,True,True,True
False,M,27,49000.0,2014,10,16,10,10,7,bogo,True,True,False,True
True,M,43,66000.0,2018,4,20,10,10,5,bogo,True,True,True,True
True,M,84,37000.0,2016,9,4,5,5,5,bogo,True,True,True,True
False,M,65,47000.0,2018,5,23,2,10,10,discount,True,True,True,True
False,F,49,73000.0,2017,12,31,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2017,7,28,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2016,8,25,10,10,7,bogo,True,True,False,True
False,M,71,64000.0,2016,12,8,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,6,27,3,7,7,discount,True,True,True,True
True,F,74,111000.0,2017,12,1,5,20,10,discount,True,False,True,False
True,M,26,38000.0,2014,2,7,5,5,5,bogo,True,True,True,True
True,F,23,35000.0,2016,2,21,2,10,7,discount,True,True,True,False
True,M,75,89000.0,2016,1,17,2,10,10,discount,True,True,True,True
False,F,41,38000.0,2018,1,29,3,7,7,discount,True,True,True,True
False,M,27,57000.0,2018,2,22,0,0,3,informational,True,True,False,True
False,F,59,90000.0,2017,8,2,0,0,3,informational,True,True,False,True
False,M,25,72000.0,2018,6,9,0,0,3,informational,True,True,False,True
False,F,48,87000.0,2016,6,13,10,10,5,bogo,True,True,True,True
True,F,65,64000.0,2017,9,13,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2016,12,11,5,20,10,discount,True,False,True,False
True,F,118,70598.23,2015,10,21,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,5,7,10,10,5,bogo,True,True,True,True
True,M,27,47000.0,2018,5,4,2,10,10,discount,True,True,True,True
True,M,70,69000.0,2016,8,10,3,7,7,discount,True,True,True,True
True,F,55,81000.0,2016,3,11,10,10,5,bogo,True,True,True,True
False,F,57,30000.0,2016,6,12,0,0,4,informational,True,True,True,False
True,F,50,41000.0,2017,11,9,5,5,5,bogo,True,True,True,True
True,M,82,91000.0,2018,5,21,2,10,10,discount,True,True,True,True
True,M,89,63000.0,2017,10,26,3,7,7,discount,True,True,True,True
True,F,50,73000.0,2017,1,10,5,5,5,bogo,True,True,True,True
True,F,118,70598.23,2017,11,19,3,7,7,discount,True,True,True,True
False,M,24,42000.0,2017,9,10,0,0,3,informational,True,True,False,True
False,M,35,31000.0,2018,1,10,10,10,7,bogo,True,True,False,True
True,M,50,90000.0,2017,4,15,2,10,10,discount,True,True,True,True
True,F,83,44000.0,2017,9,6,2,10,7,discount,True,True,True,False
True,M,38,38000.0,2015,10,19,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,9,5,5,5,5,bogo,True,True,True,True
False,M,65,55000.0,2018,3,30,2,10,10,discount,True,True,True,True
False,M,53,77000.0,2017,4,5,0,0,3,informational,True,True,False,True
False,M,64,104000.0,2017,11,24,0,0,3,informational,True,True,False,True
False,M,58,73000.0,2016,7,2,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2017,4,9,10,10,7,bogo,True,True,False,True
True,M,67,53000.0,2014,4,1,5,5,5,bogo,True,True,True,True
False,F,43,69000.0,2016,4,12,0,0,3,informational,True,True,False,True
False,M,63,39000.0,2015,10,31,10,10,5,bogo,True,True,True,True
True,M,53,71000.0,2018,4,27,5,5,5,bogo,True,True,True,True
True,M,28,53000.0,2014,2,8,2,10,10,discount,True,True,True,True
True,M,34,35000.0,2014,6,16,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2017,12,4,5,5,7,bogo,True,True,True,False
False,F,43,60000.0,2018,7,22,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2017,9,28,5,20,10,discount,True,False,True,False
True,M,55,71000.0,2017,6,15,10,10,5,bogo,True,True,True,True
True,M,49,32000.0,2016,4,18,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2016,4,20,5,5,5,bogo,True,True,True,True
True,M,59,95000.0,2017,10,29,5,20,10,discount,True,False,True,False
True,F,48,90000.0,2017,12,5,2,10,10,discount,True,True,True,True
False,M,76,84000.0,2015,10,22,5,20,10,discount,True,False,True,False
True,M,20,41000.0,2018,5,26,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2018,7,21,10,10,7,bogo,True,True,False,True
False,M,36,69000.0,2017,8,13,5,5,5,bogo,True,True,True,True
True,M,63,96000.0,2017,8,4,2,10,7,discount,True,True,True,False
False,F,66,115000.0,2016,1,23,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,1,10,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2017,2,14,3,7,7,discount,True,True,True,True
False,M,57,66000.0,2018,1,6,0,0,4,informational,True,True,True,False
False,M,50,76000.0,2016,12,29,0,0,3,informational,True,True,False,True
False,M,82,32000.0,2015,4,12,0,0,3,informational,True,True,False,True
False,M,36,41000.0,2017,8,18,5,5,5,bogo,True,True,True,True
False,F,64,102000.0,2016,8,7,0,0,4,informational,True,True,True,False
True,M,40,71000.0,2018,7,2,2,10,10,discount,True,True,True,True
True,M,61,78000.0,2018,1,14,2,10,7,discount,True,True,True,False
False,M,21,64000.0,2018,7,13,10,10,5,bogo,True,True,True,True
True,F,50,69000.0,2013,11,20,10,10,7,bogo,True,True,False,True
False,M,39,71000.0,2017,4,27,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2017,4,11,10,10,5,bogo,True,True,True,True
True,F,72,77000.0,2018,7,1,5,5,7,bogo,True,True,True,False
True,M,73,49000.0,2017,6,26,10,10,5,bogo,True,True,True,True
True,M,65,76000.0,2015,9,29,2,10,10,discount,True,True,True,True
True,F,70,114000.0,2017,1,14,2,10,7,discount,True,True,True,False
True,F,72,116000.0,2016,3,11,5,5,7,bogo,True,True,True,False
True,F,53,103000.0,2018,1,19,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2018,6,16,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2015,10,28,10,10,5,bogo,True,True,True,True
False,F,57,56000.0,2016,2,17,0,0,4,informational,True,True,True,False
False,M,66,74000.0,2018,1,18,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2016,5,9,5,5,5,bogo,True,True,True,True
True,F,63,96000.0,2016,4,10,10,10,5,bogo,True,True,True,True
True,F,67,32000.0,2016,4,3,10,10,7,bogo,True,True,False,True
True,M,67,106000.0,2017,5,15,5,5,5,bogo,True,True,True,True
False,M,65,74000.0,2018,5,22,2,10,10,discount,True,True,True,True
False,F,47,68000.0,2014,8,7,0,0,3,informational,True,True,False,True
False,F,62,35000.0,2018,6,17,0,0,3,informational,True,True,False,True
True,F,75,69000.0,2013,8,6,5,5,7,bogo,True,True,True,False
True,F,84,37000.0,2017,12,30,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2016,2,3,5,5,7,bogo,True,True,True,False
False,M,43,69000.0,2015,11,5,0,0,4,informational,True,True,True,False
True,M,41,64000.0,2015,11,21,2,10,10,discount,True,True,True,True
False,M,28,37000.0,2018,3,15,10,10,7,bogo,True,True,False,True
True,M,37,51000.0,2016,1,4,2,10,7,discount,True,True,True,False
True,F,50,87000.0,2018,7,7,2,10,7,discount,True,True,True,False
False,M,25,46000.0,2018,3,16,2,10,10,discount,True,True,True,True
True,M,62,73000.0,2016,3,20,10,10,5,bogo,True,True,True,True
True,M,62,77000.0,2016,5,19,5,5,5,bogo,True,True,True,True
False,M,76,36000.0,2018,3,8,5,20,10,discount,True,False,True,False
True,M,47,72000.0,2017,9,15,3,7,7,discount,True,True,True,True
True,M,31,45000.0,2017,7,4,2,10,7,discount,True,True,True,False
True,F,64,81000.0,2016,2,25,2,10,10,discount,True,True,True,True
True,M,41,35000.0,2017,9,6,10,10,7,bogo,True,True,False,True
False,M,50,46000.0,2018,4,10,10,10,5,bogo,True,True,True,True
True,F,45,61000.0,2016,7,21,5,5,7,bogo,True,True,True,False
False,M,42,59000.0,2015,10,22,0,0,4,informational,True,True,True,False
True,F,95,67000.0,2018,4,26,5,5,5,bogo,True,True,True,True
False,F,28,49000.0,2018,4,11,3,7,7,discount,True,True,True,True
False,M,65,63000.0,2018,5,21,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2017,11,24,10,10,7,bogo,True,True,False,True
False,M,73,55000.0,2017,10,27,0,0,3,informational,True,True,False,True
False,M,51,53000.0,2018,2,26,5,20,10,discount,True,False,True,False
True,M,54,41000.0,2016,11,14,2,10,10,discount,True,True,True,True
True,F,43,76000.0,2017,10,20,5,5,5,bogo,True,True,True,True
True,F,64,72000.0,2017,4,13,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2016,4,6,0,0,4,informational,True,True,True,False
True,F,66,95000.0,2016,3,30,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2016,8,16,0,0,3,informational,True,True,False,True
True,M,60,73000.0,2015,12,29,2,10,10,discount,True,True,True,True
True,F,86,79000.0,2017,12,7,3,7,7,discount,True,True,True,True
True,M,71,51000.0,2015,11,1,5,20,10,discount,True,False,True,False
True,F,73,89000.0,2018,1,15,5,20,10,discount,True,False,True,False
True,M,71,74000.0,2015,3,29,2,10,10,discount,True,True,True,True
False,M,24,70000.0,2018,5,9,2,10,10,discount,True,True,True,True
True,F,26,62000.0,2015,12,1,3,7,7,discount,True,True,True,True
False,F,50,50000.0,2017,8,5,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,2,4,5,5,7,bogo,True,True,True,False
False,F,23,35000.0,2016,2,21,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2015,10,4,10,10,5,bogo,True,True,True,True
True,F,53,87000.0,2016,5,21,2,10,10,discount,True,True,True,True
True,M,40,64000.0,2018,5,12,2,10,10,discount,True,True,True,True
True,M,42,59000.0,2017,7,27,10,10,7,bogo,True,True,False,True
True,M,43,52000.0,2015,2,10,2,10,10,discount,True,True,True,True
False,F,41,51000.0,2016,7,23,0,0,3,informational,True,True,False,True
False,F,66,50000.0,2017,10,23,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,2,18,5,5,5,bogo,True,True,True,True
False,F,45,40000.0,2017,8,23,0,0,3,informational,True,True,False,True
True,F,51,101000.0,2017,11,24,5,5,5,bogo,True,True,True,True
False,M,62,79000.0,2017,10,4,10,10,7,bogo,True,True,False,True
False,F,73,74000.0,2015,10,30,0,0,3,informational,True,True,False,True
True,F,61,50000.0,2016,8,28,10,10,5,bogo,True,True,True,True
True,F,65,102000.0,2017,10,4,5,5,5,bogo,True,True,True,True
True,F,56,118000.0,2017,6,6,10,10,5,bogo,True,True,True,True
False,M,52,82000.0,2015,10,23,0,0,3,informational,True,True,False,True
True,M,32,64000.0,2018,6,19,10,10,7,bogo,True,True,False,True
False,F,61,98000.0,2018,3,19,10,10,5,bogo,True,True,True,True
True,M,74,96000.0,2017,5,10,10,10,5,bogo,True,True,True,True
False,M,75,35000.0,2017,3,1,10,10,5,bogo,True,True,True,True
True,F,19,52000.0,2017,11,29,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2017,11,7,5,5,5,bogo,True,True,True,True
True,M,30,39000.0,2016,9,19,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2017,2,20,0,0,3,informational,True,True,False,True
False,M,22,41000.0,2018,7,18,2,10,10,discount,True,True,True,True
True,M,36,46000.0,2017,7,30,10,10,5,bogo,True,True,True,True
True,M,56,93000.0,2018,3,8,2,10,10,discount,True,True,True,True
False,M,52,58000.0,2018,2,24,10,10,5,bogo,True,True,True,True
False,F,22,50000.0,2017,10,30,0,0,3,informational,True,True,False,True
False,F,49,82000.0,2018,6,7,0,0,3,informational,True,True,False,True
False,M,70,64000.0,2018,1,2,0,0,3,informational,True,True,False,True
False,M,61,67000.0,2018,4,6,2,10,10,discount,True,True,True,True
False,F,51,54000.0,2015,8,21,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2017,3,3,5,5,5,bogo,True,True,True,True
True,F,118,70598.23,2016,1,19,10,10,7,bogo,True,True,False,True
True,O,60,57000.0,2018,5,18,3,7,7,discount,True,True,True,True
True,M,26,61000.0,2017,4,13,2,10,10,discount,True,True,True,True
False,F,37,56000.0,2018,7,20,5,20,10,discount,True,False,True,False
True,F,57,72000.0,2015,8,10,10,10,7,bogo,True,True,False,True
True,M,59,70000.0,2017,7,17,10,10,5,bogo,True,True,True,True
True,F,62,54000.0,2017,6,24,10,10,5,bogo,True,True,True,True
True,F,62,55000.0,2017,4,29,5,20,10,discount,True,False,True,False
False,F,118,70598.23,2017,4,8,3,7,7,discount,True,True,True,True
False,M,65,58000.0,2018,5,19,5,5,5,bogo,True,True,True,True
True,M,40,56000.0,2017,12,10,10,10,7,bogo,True,True,False,True
False,M,29,45000.0,2018,5,25,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,10,29,5,5,5,bogo,True,True,True,True
False,M,28,37000.0,2018,3,15,0,0,3,informational,True,True,False,True
False,M,49,59000.0,2016,8,20,10,10,5,bogo,True,True,True,True
False,F,67,77000.0,2017,11,8,0,0,3,informational,True,True,False,True
True,M,47,56000.0,2017,7,15,10,10,5,bogo,True,True,True,True
False,M,31,70000.0,2018,5,11,0,0,3,informational,True,True,False,True
True,F,53,110000.0,2016,11,30,5,5,5,bogo,True,True,True,True
True,F,64,56000.0,2016,4,30,5,5,7,bogo,True,True,True,False
False,F,100,47000.0,2017,11,26,10,10,7,bogo,True,True,False,True
False,M,52,57000.0,2017,10,1,0,0,3,informational,True,True,False,True
False,M,58,73000.0,2017,12,27,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2016,1,15,10,10,7,bogo,True,True,False,True
True,O,56,72000.0,2018,2,28,10,10,5,bogo,True,True,True,True
True,F,38,64000.0,2016,3,25,3,7,7,discount,True,True,True,True
True,M,52,92000.0,2014,4,15,10,10,5,bogo,True,True,True,True
True,M,50,51000.0,2017,10,15,5,5,5,bogo,True,True,True,True
False,M,32,62000.0,2017,10,13,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,2,7,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2018,5,27,0,0,3,informational,True,True,False,True
False,M,42,59000.0,2014,11,1,0,0,3,informational,True,True,False,True
False,F,47,57000.0,2015,9,22,0,0,4,informational,True,True,True,False
True,M,52,62000.0,2016,12,31,3,7,7,discount,True,True,True,True
True,F,40,65000.0,2016,12,11,10,10,7,bogo,True,True,False,True
False,M,63,70000.0,2017,8,20,0,0,4,informational,True,True,True,False
True,M,44,62000.0,2015,12,5,10,10,7,bogo,True,True,False,True
False,M,83,83000.0,2018,7,8,3,7,7,discount,True,True,True,True
True,M,61,67000.0,2018,4,14,10,10,5,bogo,True,True,True,True
True,F,53,75000.0,2017,12,1,10,10,5,bogo,True,True,True,True
True,F,80,100000.0,2017,4,9,5,5,5,bogo,True,True,True,True
False,M,53,33000.0,2018,3,10,10,10,7,bogo,True,True,False,True
False,M,29,56000.0,2018,3,30,10,10,5,bogo,True,True,True,True
True,F,61,57000.0,2017,9,11,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,7,5,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,8,3,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2016,8,13,2,10,7,discount,True,True,True,False
True,M,72,65000.0,2017,8,17,2,10,10,discount,True,True,True,True
False,M,23,35000.0,2017,10,3,0,0,3,informational,True,True,False,True
False,M,42,67000.0,2016,10,19,0,0,4,informational,True,True,True,False
False,F,51,81000.0,2016,12,27,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,2,18,3,7,7,discount,True,True,True,True
True,F,72,96000.0,2018,1,3,2,10,7,discount,True,True,True,False
True,F,70,90000.0,2015,10,12,2,10,10,discount,True,True,True,True
False,F,71,96000.0,2017,8,10,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2017,11,23,5,5,7,bogo,True,True,True,False
False,M,25,61000.0,2017,1,21,10,10,5,bogo,True,True,True,True
True,F,66,80000.0,2018,1,10,2,10,10,discount,True,True,True,True
True,F,68,41000.0,2018,7,1,5,5,7,bogo,True,True,True,False
True,M,52,98000.0,2017,9,5,10,10,7,bogo,True,True,False,True
False,M,30,31000.0,2017,7,29,2,10,10,discount,True,True,True,True
False,M,34,35000.0,2014,6,16,10,10,5,bogo,True,True,True,True
True,F,53,95000.0,2018,1,17,10,10,7,bogo,True,True,False,True
True,M,66,95000.0,2016,11,8,10,10,7,bogo,True,True,False,True
False,F,29,39000.0,2014,5,29,10,10,5,bogo,True,True,True,True
False,F,79,95000.0,2017,6,10,0,0,4,informational,True,True,True,False
False,M,25,45000.0,2016,2,11,10,10,7,bogo,True,True,False,True
True,M,66,52000.0,2014,10,31,5,5,5,bogo,True,True,True,True
True,M,37,70000.0,2015,8,3,2,10,10,discount,True,True,True,True
True,M,55,37000.0,2016,8,28,2,10,10,discount,True,True,True,True
True,M,69,106000.0,2017,11,7,5,5,5,bogo,True,True,True,True
True,M,72,93000.0,2015,8,22,10,10,5,bogo,True,True,True,True
False,M,76,51000.0,2018,6,23,10,10,5,bogo,True,True,True,True
True,F,26,45000.0,2017,10,1,5,5,5,bogo,True,True,True,True
True,M,71,55000.0,2017,9,24,10,10,5,bogo,True,True,True,True
False,M,71,86000.0,2015,8,4,0,0,4,informational,True,True,True,False
False,M,25,50000.0,2016,5,28,0,0,4,informational,True,True,True,False
False,F,50,78000.0,2018,5,25,2,10,7,discount,True,True,True,False
False,M,30,68000.0,2017,12,13,10,10,5,bogo,True,True,True,True
True,M,48,91000.0,2017,10,5,5,5,7,bogo,True,True,True,False
True,M,59,71000.0,2017,3,2,5,20,10,discount,True,False,True,False
False,M,68,57000.0,2018,2,15,0,0,4,informational,True,True,True,False
True,M,29,30000.0,2017,10,27,2,10,10,discount,True,True,True,True
True,M,47,53000.0,2016,4,23,10,10,5,bogo,True,True,True,True
True,F,90,57000.0,2016,8,1,3,7,7,discount,True,True,True,True
False,F,45,66000.0,2017,10,7,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2015,11,1,10,10,5,bogo,True,True,True,True
True,F,21,63000.0,2017,1,25,2,10,7,discount,True,True,True,False
True,M,93,52000.0,2017,12,18,5,5,5,bogo,True,True,True,True
True,F,43,87000.0,2017,4,14,3,7,7,discount,True,True,True,True
True,F,94,31000.0,2016,9,29,5,5,5,bogo,True,True,True,True
True,F,118,70598.23,2017,9,19,2,10,10,discount,True,True,True,True
True,F,52,32000.0,2016,7,31,5,5,7,bogo,True,True,True,False
True,M,41,65000.0,2015,5,28,5,5,7,bogo,True,True,True,False
True,F,89,103000.0,2017,10,13,10,10,5,bogo,True,True,True,True
False,M,80,48000.0,2018,7,14,0,0,3,informational,True,True,False,True
True,F,32,71000.0,2017,12,6,5,5,5,bogo,True,True,True,True
True,M,49,97000.0,2016,8,14,3,7,7,discount,True,True,True,True
True,M,41,66000.0,2017,4,4,2,10,7,discount,True,True,True,False
True,M,75,98000.0,2016,4,25,3,7,7,discount,True,True,True,True
True,M,49,74000.0,2017,8,3,3,7,7,discount,True,True,True,True
True,F,39,81000.0,2017,7,8,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2017,7,2,10,10,5,bogo,True,True,True,True
False,F,70,81000.0,2017,11,3,2,10,10,discount,True,True,True,True
False,F,64,105000.0,2016,6,8,0,0,3,informational,True,True,False,True
False,F,41,73000.0,2017,9,25,0,0,3,informational,True,True,False,True
False,F,52,33000.0,2017,1,23,0,0,3,informational,True,True,False,True
False,M,46,58000.0,2017,8,27,5,5,5,bogo,True,True,True,True
True,F,59,93000.0,2018,3,11,2,10,10,discount,True,True,True,True
False,M,63,39000.0,2017,1,6,10,10,5,bogo,True,True,True,True
True,F,64,70000.0,2016,6,8,10,10,5,bogo,True,True,True,True
