,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social,is_offer_completed
2257,F,118,70598.23,2017,9,8,5,5,5,bogo,True,True,True,True,False
2258,M,53,40000.0,2018,1,28,3,7,7,discount,True,True,True,True,False
2259,F,54,63000.0,2016,3,28,3,7,7,discount,True,True,True,True,True
2260,F,67,81000.0,2018,2,20,2,10,7,discount,True,True,True,False,True
2261,F,58,80000.0,2017,9,12,3,7,7,discount,True,True,True,True,True
2262,M,73,84000.0,2016,8,13,5,5,5,bogo,True,True,True,True,True
2263,M,37,65000.0,2017,9,25,5,5,5,bogo,True,True,True,True,True
2264,O,58,74000.0,2015,9,3,10,10,7,bogo,True,True,False,True,True
2265,M,20,37000.0,2017,7,20,5,5,7,bogo,True,True,True,False,False
2266,F,118,70598.23,2017,2,28,2,10,7,discount,True,True,True,False,False
2267,F,118,70598.23,2018,2,25,10,10,7,bogo,True,True,False,True,False
2268,M,69,51000.0,2017,10,20,2,10,7,discount,True,True,True,False,False
2269,M,42,87000.0,2015,10,16,5,5,7,bogo,True,True,True,False,True
2270,M,56,42000.0,2017,7,31,10,10,7,bogo,True,True,False,True,False
2271,F,39,85000.0,2016,9,19,10,10,7,bogo,True,True,False,True,True
2272,M,60,81000.0,2018,6,25,3,7,7,discount,True,True,True,True,False
2273,F,118,70598.23,2017,7,20,10,10,7,bogo,True,True,False,True,False
2274,M,68,39000.0,2014,1,4,10,10,7,bogo,True,True,False,True,False
2275,M,50,30000.0,2017,1,18,0,0,3,informational,True,True,False,True,False
2276,M,47,40000.0,2017,7,29,10,10,5,bogo,True,True,True,True,True
2277,F,73,89000.0,2016,9,6,5,5,7,bogo,True,True,True,False,True
2278,M,48,68000.0,2017,10,28,10,10,7,bogo,True,True,False,True,False
2279,F,82,99000.0,2016,3,13,0,0,3,informational,True,True,False,True,False
2280,F,50,70000.0,2017,8,2,0,0,4,informational,True,True,True,False,False
2281,M,46,74000.0,2015,9,27,2,10,10,discount,True,True,True,True,True
2282,M,36,40000.0,2014,1,22,2,10,10,discount,True,True,True,True,True
2283,F,67,42000.0,2017,11,27,10,10,5,bogo,True,True,True,True,False
2284,F,52,84000.0,2017,8,17,0,0,4,informational,True,True,True,False,False
2285,M,81,115000.0,2017,9,20,5,5,5,bogo,True,True,True,True,True
2286,F,118,70598.23,2015,1,9,3,7,7,discount,True,True,True,True,False
2287,F,54,84000.0,2017,10,7,5,5,5,bogo,True,True,True,True,False
2288,M,58,79000.0,2017,6,4,0,0,3,informational,True,True,False,True,False
2289,M,47,50000.0,2018,6,28,2,10,7,discount,True,True,True,False,False
2290,F,74,57000.0,2018,7,13,5,5,5,bogo,True,True,True,True,True
2291,M,71,58000.0,2016,4,10,10,10,5,bogo,True,True,True,True,True
2292,F,62,58000.0,2017,11,9,10,10,7,bogo,True,True,False,True,False
2293,F,118,70598.23,2017,9,7,5,5,7,bogo,True,True,True,False,False
2294,M,65,32000.0,2018,5,3,10,10,5,bogo,True,True,True,True,False
2295,M,69,85000.0,2017,6,10,2,10,7,discount,True,True,True,False,True
2296,M,55,83000.0,2018,1,2,0,0,3,informational,True,True,False,True,False
2297,M,23,56000.0,2017,3,21,0,0,3,informational,True,True,False,True,False
2298,F,39,44000.0,2015,9,15,5,5,5,bogo,True,True,True,True,True
2299,M,59,61000.0,2018,7,2,2,10,10,discount,True,True,True,True,False
2300,M,78,82000.0,2015,12,2,3,7,7,discount,True,True,True,True,True
2301,O,74,65000.0,2018,1,26,2,10,10,discount,True,True,True,True,False
2302,M,63,90000.0,2016,9,23,2,10,10,discount,True,True,True,True,True
2303,M,46,75000.0,2016,5,2,2,10,7,discount,True,True,True,False,True
2304,F,118,70598.23,2016,2,19,5,5,5,bogo,True,True,True,True,False
2305,M,55,66000.0,2016,2,1,3,7,7,discount,True,True,True,True,True
2306,F,52,58000.0,2014,8,28,2,10,7,discount,True,True,True,False,False
2307,F,58,77000.0,2018,6,29,5,5,7,bogo,True,True,True,False,False
2308,F,68,53000.0,2015,2,1,3,7,7,discount,True,True,True,True,True
2309,F,118,70598.23,2017,3,22,2,10,7,discount,True,True,True,False,False
2310,M,78,61000.0,2014,10,19,2,10,10,discount,True,True,True,True,True
2311,F,63,56000.0,2017,12,17,0,0,4,informational,True,True,True,False,False
2312,F,118,70598.23,2013,11,15,0,0,4,informational,True,True,True,False,False
2313,F,88,61000.0,2018,2,28,0,0,3,informational,True,True,False,True,False
2314,F,44,53000.0,2017,10,27,5,5,7,bogo,True,True,True,False,True
2315,M,68,63000.0,2017,6,20,3,7,7,discount,True,True,True,True,True
2316,M,19,40000.0,2018,1,23,10,10,7,bogo,True,True,False,True,True
2317,M,43,40000.0,2014,7,1,10,10,5,bogo,True,True,True,True,False
2318,M,83,75000.0,2015,9,8,5,5,5,bogo,True,True,True,True,True
2319,F,40,57000.0,2017,8,23,5,5,5,bogo,True,True,True,True,True
2320,F,30,69000.0,2015,11,24,3,7,7,discount,True,True,True,True,True
2321,M,65,71000.0,2017,11,18,5,5,5,bogo,True,True,True,True,True
2322,F,54,82000.0,2017,2,11,0,0,3,informational,True,True,False,True,False
2323,F,118,70598.23,2018,1,2,3,7,7,discount,True,True,True,True,False
2324,M,59,87000.0,2017,11,29,5,20,10,discount,True,False,True,False,True
2325,F,62,79000.0,2017,7,20,3,7,7,discount,True,True,True,True,True
2326,F,53,93000.0,2015,8,3,2,10,7,discount,True,True,True,False,True
2327,M,65,34000.0,2016,1,27,5,5,5,bogo,True,True,True,True,True
2328,M,51,63000.0,2014,5,18,0,0,3,informational,True,True,False,True,False
2329,M,63,86000.0,2017,3,12,5,5,5,bogo,True,True,True,True,True
2330,F,71,105000.0,2017,5,31,5,20,10,discount,True,False,True,False,True
2331,F,82,33000.0,2014,12,11,2,10,10,discount,True,True,True,True,True
2332,M,34,62000.0,2017,12,18,5,5,5,bogo,True,True,True,True,True
2333,F,118,70598.23,2018,2,6,10,10,7,bogo,True,True,False,True,False
2334,F,67,50000.0,2016,9,12,0,0,3,informational,True,True,False,True,False
2335,F,72,81000.0,2016,9,22,3,7,7,discount,True,True,True,True,True
2336,F,72,41000.0,2013,11,13,3,7,7,discount,True,True,True,True,True
2337,M,51,99000.0,2018,3,28,0,0,3,informational,True,True,False,True,False
2338,F,118,70598.23,2018,6,17,10,10,5,bogo,True,True,True,True,False
2339,M,81,70000.0,2016,6,1,3,7,7,discount,True,True,True,True,True
2340,F,20,48000.0,2017,5,14,0,0,4,informational,True,True,True,False,False
2341,F,118,70598.23,2017,9,5,2,10,7,discount,True,True,True,False,False
2342,M,43,31000.0,2016,4,25,0,0,3,informational,True,True,False,True,False
2343,M,63,94000.0,2017,11,20,5,20,10,discount,True,False,True,False,True
2344,M,51,55000.0,2014,2,3,0,0,3,informational,True,True,False,True,False
2345,F,62,72000.0,2018,1,23,5,5,7,bogo,True,True,True,False,True
2346,M,54,39000.0,2017,10,29,2,10,10,discount,True,True,True,True,True
2347,M,66,52000.0,2017,10,24,10,10,5,bogo,True,True,True,True,False
2348,M,23,35000.0,2018,7,13,10,10,5,bogo,True,True,True,True,False
2349,M,59,59000.0,2016,9,22,2,10,7,discount,True,True,True,False,True
2350,F,69,78000.0,2016,3,16,3,7,7,discount,True,True,True,True,True
2351,M,80,50000.0,2016,1,21,2,10,10,discount,True,True,True,True,True
2352,M,56,34000.0,2018,2,26,3,7,7,discount,True,True,True,True,False
2353,F,41,53000.0,2018,1,26,3,7,7,discount,True,True,True,True,True
2354,M,60,54000.0,2018,2,7,5,5,5,bogo,True,True,True,True,False
2355,M,63,64000.0,2016,4,7,10,10,7,bogo,True,True,False,True,True
2356,M,24,71000.0,2018,7,5,3,7,7,discount,True,True,True,True,True
2357,F,61,58000.0,2015,7,14,2,10,7,discount,True,True,True,False,True
2358,M,23,31000.0,2017,12,13,3,7,7,discount,True,True,True,True,True
2359,M,36,72000.0,2016,11,11,5,5,5,bogo,True,True,True,True,True
2360,F,32,68000.0,2017,3,12,5,5,5,bogo,True,True,True,True,True
2361,M,63,60000.0,2018,5,17,5,5,5,bogo,True,True,True,True,False
2362,F,59,115000.0,2018,4,29,5,5,5,bogo,True,True,True,True,True
2363,M,64,65000.0,2018,3,10,10,10,7,bogo,True,True,False,True,False
2364,M,35,48000.0,2017,12,10,2,10,7,discount,True,True,True,False,False
2365,M,79,114000.0,2015,8,31,3,7,7,discount,True,True,True,True,True
2366,M,42,60000.0,2014,12,10,10,10,7,bogo,True,True,False,True,False
2367,F,118,70598.23,2017,9,26,5,5,5,bogo,True,True,True,True,False
2368,M,30,35000.0,2017,2,20,0,0,3,informational,True,True,False,True,False
2369,F,58,80000.0,2017,9,12,10,10,5,bogo,True,True,True,True,False
2370,M,63,96000.0,2016,1,29,3,7,7,discount,True,True,True,True,True
2371,M,51,73000.0,2017,8,2,10,10,7,bogo,True,True,False,True,True
2372,F,72,91000.0,2017,2,1,5,5,5,bogo,True,True,True,True,True
2373,M,54,78000.0,2017,12,18,10,10,7,bogo,True,True,False,True,True
2374,M,49,39000.0,2017,11,23,2,10,10,discount,True,True,True,True,False
2375,M,51,45000.0,2017,12,10,2,10,10,discount,True,True,True,True,True
2376,M,56,80000.0,2017,4,22,10,10,5,bogo,True,True,True,True,True
2377,M,36,61000.0,2016,11,24,3,7,7,discount,True,True,True,True,True
2378,M,91,49000.0,2013,12,15,10,10,5,bogo,True,True,True,True,True
2379,M,72,47000.0,2018,4,21,3,7,7,discount,True,True,True,True,False
2380,M,46,66000.0,2015,8,4,10,10,7,bogo,True,True,False,True,True
2381,M,49,68000.0,2016,7,11,3,7,7,discount,True,True,True,True,True
2382,M,78,94000.0,2016,5,12,5,20,10,discount,True,False,True,False,False
2383,F,33,40000.0,2017,8,2,2,10,10,discount,True,True,True,True,True
2384,F,78,92000.0,2017,12,20,2,10,10,discount,True,True,True,True,True
2385,M,20,40000.0,2016,7,9,3,7,7,discount,True,True,True,True,True
2386,M,53,100000.0,2016,7,4,5,5,7,bogo,True,True,True,False,False
2387,M,61,62000.0,2017,8,12,5,5,5,bogo,True,True,True,True,True
2388,M,58,55000.0,2017,11,26,3,7,7,discount,True,True,True,True,False
2389,M,48,66000.0,2018,6,21,5,5,5,bogo,True,True,True,True,False
2390,F,60,59000.0,2015,12,25,2,10,7,discount,True,True,True,False,True
2391,O,54,52000.0,2017,11,9,5,5,7,bogo,True,True,True,False,True
2392,F,59,68000.0,2016,5,7,0,0,4,informational,True,True,True,False,False
2393,F,58,68000.0,2017,4,13,0,0,4,informational,True,True,True,False,False
2394,F,118,70598.23,2017,8,4,5,20,10,discount,True,False,True,False,False
2395,M,65,52000.0,2017,9,15,5,5,5,bogo,True,True,True,True,True
2396,F,43,38000.0,2013,11,22,0,0,3,informational,True,True,False,True,False
2397,F,54,62000.0,2017,11,25,10,10,5,bogo,True,True,True,True,False
2398,M,56,96000.0,2018,7,6,10,10,7,bogo,True,True,False,True,True
2399,F,60,32000.0,2018,1,6,10,10,5,bogo,True,True,True,True,False
2400,O,51,55000.0,2018,5,6,0,0,4,informational,True,True,True,False,False
2401,M,39,73000.0,2018,3,24,10,10,7,bogo,True,True,False,True,False
2402,M,55,48000.0,2018,1,27,10,10,5,bogo,True,True,True,True,False
2403,F,118,70598.23,2016,1,29,0,0,3,informational,True,True,False,True,False
2404,F,50,73000.0,2017,1,10,2,10,10,discount,True,True,True,True,True
2405,M,40,57000.0,2018,4,27,2,10,10,discount,True,True,True,True,True
2406,F,118,70598.23,2018,6,5,2,10,10,discount,True,True,True,True,False
2407,M,53,31000.0,2015,5,7,5,5,5,bogo,True,True,True,True,True
2408,M,44,47000.0,2016,11,22,5,5,5,bogo,True,True,True,True,True
2409,F,54,74000.0,2017,7,4,0,0,3,informational,True,True,False,True,False
2410,M,57,36000.0,2014,6,27,2,10,10,discount,True,True,True,True,True
2411,F,69,51000.0,2016,4,12,10,10,7,bogo,True,True,False,True,True
2412,M,62,37000.0,2016,9,18,10,10,5,bogo,True,True,True,True,False
2413,M,35,34000.0,2017,12,3,10,10,5,bogo,True,True,True,True,False
2414,M,53,89000.0,2016,8,17,5,5,5,bogo,True,True,True,True,True
2415,F,66,31000.0,2016,2,15,3,7,7,discount,True,True,True,True,True
2416,F,54,92000.0,2017,12,16,5,5,5,bogo,True,True,True,True,True
2417,M,56,55000.0,2016,11,24,10,10,5,bogo,True,True,True,True,True
2418,M,26,47000.0,2018,3,29,3,7,7,discount,True,True,True,True,True
2419,M,40,70000.0,2016,9,16,2,10,7,discount,True,True,True,False,True
2420,F,47,65000.0,2017,12,21,2,10,7,discount,True,True,True,False,False
2421,M,62,65000.0,2015,9,30,5,5,7,bogo,True,True,True,False,True
2422,M,22,66000.0,2017,8,23,2,10,7,discount,True,True,True,False,False
2423,M,48,57000.0,2017,2,28,5,5,7,bogo,True,True,True,False,True
2424,F,118,70598.23,2016,6,20,3,7,7,discount,True,True,True,True,True
2425,F,51,64000.0,2016,3,14,2,10,10,discount,True,True,True,True,True
2426,M,70,56000.0,2017,1,29,5,5,7,bogo,True,True,True,False,False
2427,M,30,53000.0,2018,6,21,10,10,7,bogo,True,True,False,True,False
2428,M,53,115000.0,2017,12,10,10,10,5,bogo,True,True,True,True,True
2429,M,72,83000.0,2017,11,8,2,10,7,discount,True,True,True,False,True
2430,F,118,70598.23,2018,7,2,5,20,10,discount,True,False,True,False,False
2431,F,21,40000.0,2017,11,20,10,10,7,bogo,True,True,False,True,True
2432,F,54,61000.0,2016,7,6,5,5,7,bogo,True,True,True,False,True
2433,M,77,111000.0,2016,8,9,5,20,10,discount,True,False,True,False,True
2434,M,60,31000.0,2017,12,12,0,0,3,informational,True,True,False,True,False
2435,F,118,70598.23,2018,7,19,10,10,5,bogo,True,True,True,True,False
2436,F,34,42000.0,2018,7,17,10,10,7,bogo,True,True,False,True,True
2437,F,59,90000.0,2017,11,30,0,0,3,informational,True,True,False,True,False
2438,F,61,57000.0,2017,9,11,5,20,10,discount,True,False,True,False,False
2439,F,118,70598.23,2018,4,15,0,0,3,informational,True,True,False,True,False
2440,M,33,38000.0,2017,11,4,0,0,4,informational,True,True,True,False,False
2441,F,118,70598.23,2018,5,1,0,0,3,informational,True,True,False,True,False
2442,F,72,54000.0,2018,5,6,2,10,10,discount,True,True,True,True,False
2443,F,80,62000.0,2015,9,27,3,7,7,discount,True,True,True,True,True
2444,M,65,74000.0,2017,10,7,3,7,7,discount,True,True,True,True,True
2445,M,39,56000.0,2015,4,3,10,10,5,bogo,True,True,True,True,True
2446,M,29,60000.0,2018,1,25,10,10,5,bogo,True,True,True,True,False
2447,F,45,64000.0,2017,4,17,2,10,10,discount,True,True,True,True,True
2448,M,78,50000.0,2017,6,7,2,10,7,discount,True,True,True,False,True
2449,F,118,70598.23,2017,11,9,2,10,10,discount,True,True,True,True,False
2450,M,55,66000.0,2017,8,27,5,5,5,bogo,True,True,True,True,True
2451,F,118,70598.23,2016,7,19,5,20,10,discount,True,False,True,False,False
2452,F,74,64000.0,2015,11,1,10,10,5,bogo,True,True,True,True,False
2453,M,64,32000.0,2016,3,19,0,0,3,informational,True,True,False,True,False
2454,M,75,89000.0,2016,1,17,10,10,5,bogo,True,True,True,True,True
2455,M,43,33000.0,2018,2,8,0,0,3,informational,True,True,False,True,False
2456,O,73,71000.0,2018,5,16,0,0,4,informational,True,True,True,False,False
2457,F,49,52000.0,2017,10,1,2,10,10,discount,True,True,True,True,True
2458,F,70,75000.0,2015,8,20,2,10,10,discount,True,True,True,True,True
2459,F,81,108000.0,2017,12,4,2,10,10,discount,True,True,True,True,True
2460,F,35,74000.0,2017,7,28,10,10,7,bogo,True,True,False,True,True
2461,F,93,78000.0,2016,10,20,5,5,7,bogo,True,True,True,False,True
2462,M,69,119000.0,2015,12,30,10,10,5,bogo,True,True,True,True,True
2463,M,40,91000.0,2016,11,21,3,7,7,discount,True,True,True,True,True
2464,M,67,79000.0,2016,4,28,0,0,4,informational,True,True,True,False,False
2465,F,118,70598.23,2018,2,13,10,10,7,bogo,True,True,False,True,False
2466,M,55,42000.0,2017,12,27,5,5,5,bogo,True,True,True,True,False
2467,M,58,87000.0,2018,2,6,10,10,7,bogo,True,True,False,True,True
2468,M,42,61000.0,2018,2,2,0,0,4,informational,True,True,True,False,False
2469,M,53,84000.0,2017,9,26,0,0,4,informational,True,True,True,False,False
2470,M,71,62000.0,2018,7,5,3,7,7,discount,True,True,True,True,True
2471,F,118,70598.23,2017,12,20,0,0,3,informational,True,True,False,True,False
2472,F,54,109000.0,2017,10,9,0,0,3,informational,True,True,False,True,False
2473,F,70,100000.0,2016,2,24,10,10,5,bogo,True,True,True,True,True
2474,M,62,89000.0,2017,4,28,5,5,5,bogo,True,True,True,True,True
2475,M,52,41000.0,2017,8,16,0,0,4,informational,True,True,True,False,False
2476,M,48,45000.0,2018,6,25,2,10,10,discount,True,True,True,True,False
2477,M,56,95000.0,2017,4,18,5,20,10,discount,True,False,True,False,True
2478,M,82,32000.0,2015,4,12,3,7,7,discount,True,True,True,True,False
2479,M,35,35000.0,2015,12,16,0,0,4,informational,True,True,True,False,False
2480,M,29,44000.0,2016,11,30,0,0,3,informational,True,True,False,True,False
2481,F,35,32000.0,2014,6,25,10,10,7,bogo,True,True,False,True,False
2482,F,55,119000.0,2016,3,14,2,10,7,discount,True,True,True,False,True
2483,M,57,97000.0,2017,10,26,2,10,7,discount,True,True,True,False,True
2484,M,55,41000.0,2016,11,30,10,10,5,bogo,True,True,True,True,True
2485,M,48,68000.0,2017,10,28,10,10,7,bogo,True,True,False,True,False
2486,F,87,72000.0,2018,5,13,3,7,7,discount,True,True,True,True,False
2487,F,50,99000.0,2017,10,14,2,10,10,discount,True,True,True,True,False
2488,F,38,85000.0,2016,3,29,0,0,4,informational,True,True,True,False,False
2489,M,76,40000.0,2017,9,21,10,10,7,bogo,True,True,False,True,False
2490,M,44,95000.0,2018,3,6,10,10,7,bogo,True,True,False,True,True
2491,F,118,70598.23,2017,8,2,3,7,7,discount,True,True,True,True,True
2492,M,50,81000.0,2018,3,24,10,10,5,bogo,True,True,True,True,False
2493,M,44,58000.0,2017,2,3,5,5,5,bogo,True,True,True,True,True
2494,M,83,71000.0,2016,7,29,0,0,4,informational,True,True,True,False,False
2495,F,118,70598.23,2016,9,11,10,10,7,bogo,True,True,False,True,False
2496,M,70,99000.0,2015,12,28,10,10,5,bogo,True,True,True,True,True
2497,M,25,63000.0,2017,12,31,10,10,7,bogo,True,True,False,True,True
2498,F,118,70598.23,2016,12,3,10,10,7,bogo,True,True,False,True,False
2499,M,52,72000.0,2017,1,30,3,7,7,discount,True,True,True,True,True
2500,M,84,70000.0,2015,10,1,3,7,7,discount,True,True,True,True,True
2501,F,71,60000.0,2017,12,19,10,10,5,bogo,True,True,True,True,False
2502,M,45,46000.0,2018,3,24,5,5,5,bogo,True,True,True,True,False
2503,F,118,70598.23,2017,11,26,2,10,10,discount,True,True,True,True,False
2504,M,50,80000.0,2017,9,27,2,10,10,discount,True,True,True,True,True
2505,M,47,81000.0,2017,5,14,2,10,10,discount,True,True,True,True,True
2506,M,86,111000.0,2018,4,6,10,10,5,bogo,True,True,True,True,True
2507,M,68,54000.0,2014,12,11,10,10,5,bogo,True,True,True,True,False
2508,M,46,82000.0,2014,5,23,10,10,7,bogo,True,True,False,True,False
2509,M,39,64000.0,2018,5,21,0,0,3,informational,True,True,False,True,False
2510,F,74,95000.0,2016,10,4,0,0,4,informational,True,True,True,False,False
2511,F,27,42000.0,2017,2,28,5,5,5,bogo,True,True,True,True,False
2512,F,39,55000.0,2015,7,31,2,10,10,discount,True,True,True,True,True
2513,F,92,86000.0,2017,9,13,2,10,7,discount,True,True,True,False,True
2514,F,53,89000.0,2016,11,9,5,5,5,bogo,True,True,True,True,True
2515,F,41,87000.0,2015,9,21,10,10,7,bogo,True,True,False,True,True
2516,M,63,55000.0,2017,11,29,3,7,7,discount,True,True,True,True,False
2517,F,48,41000.0,2018,5,6,5,5,7,bogo,True,True,True,False,False
2518,M,50,94000.0,2018,2,13,10,10,5,bogo,True,True,True,True,False
2519,M,48,32000.0,2018,7,17,0,0,3,informational,True,True,False,True,False
2520,F,97,105000.0,2016,10,2,10,10,5,bogo,True,True,True,True,True
2521,F,44,74000.0,2016,12,21,5,5,7,bogo,True,True,True,False,True
2522,F,53,55000.0,2017,1,10,5,20,10,discount,True,False,True,False,True
2523,M,41,65000.0,2015,5,28,2,10,10,discount,True,True,True,True,True
2524,M,48,40000.0,2018,6,10,0,0,3,informational,True,True,False,True,False
2525,F,58,63000.0,2016,3,31,3,7,7,discount,True,True,True,True,True
2526,F,63,71000.0,2016,2,14,5,5,7,bogo,True,True,True,False,True
2527,M,68,87000.0,2017,8,23,5,5,5,bogo,True,True,True,True,True
2528,M,61,65000.0,2015,2,2,2,10,7,discount,True,True,True,False,True
2529,F,22,73000.0,2014,6,12,2,10,10,discount,True,True,True,True,True
2530,F,50,76000.0,2017,8,22,2,10,10,discount,True,True,True,True,False
2531,M,69,72000.0,2017,6,20,3,7,7,discount,True,True,True,True,True
2532,M,47,64000.0,2017,4,13,5,5,5,bogo,True,True,True,True,True
2533,M,28,44000.0,2017,10,20,2,10,10,discount,True,True,True,True,True
2534,M,63,67000.0,2018,7,9,5,5,7,bogo,True,True,True,False,False
2535,F,118,70598.23,2018,2,3,0,0,3,informational,True,True,False,True,False
2536,F,75,80000.0,2017,12,1,5,20,10,discount,True,False,True,False,False
2537,F,77,80000.0,2016,2,19,5,20,10,discount,True,False,True,False,True
2538,F,93,48000.0,2013,10,25,0,0,3,informational,True,True,False,True,False
2539,F,78,92000.0,2017,12,20,5,5,7,bogo,True,True,True,False,False
2540,M,53,58000.0,2016,4,9,10,10,7,bogo,True,True,False,True,True
2541,F,118,70598.23,2017,5,28,5,5,5,bogo,True,True,True,True,True
2542,M,60,41000.0,2017,9,9,0,0,3,informational,True,True,False,True,False
2543,F,59,98000.0,2017,9,12,5,5,5,bogo,True,True,True,True,True
2544,F,65,71000.0,2018,6,4,10,10,5,bogo,True,True,True,True,False
2545,F,59,90000.0,2017,8,16,10,10,5,bogo,True,True,True,True,True
2546,M,57,80000.0,2017,10,28,0,0,3,informational,True,True,False,True,False
2547,F,118,70598.23,2016,2,9,5,20,10,discount,True,False,True,False,False
2548,F,67,94000.0,2018,3,25,10,10,5,bogo,True,True,True,True,False
2549,M,62,36000.0,2017,12,31,10,10,5,bogo,True,True,True,True,False
2550,M,51,104000.0,2017,3,13,3,7,7,discount,True,True,True,True,True
2551,F,43,49000.0,2018,2,7,0,0,3,informational,True,True,False,True,False
2552,F,118,70598.23,2018,3,14,5,5,7,bogo,True,True,True,False,False
2553,M,60,97000.0,2016,10,15,2,10,7,discount,True,True,True,False,True
2554,F,61,87000.0,2016,2,28,10,10,5,bogo,True,True,True,True,True
2555,F,118,70598.23,2017,9,9,10,10,5,bogo,True,True,True,True,False
2556,F,57,74000.0,2017,3,16,3,7,7,discount,True,True,True,True,True
2557,F,52,94000.0,2016,8,13,0,0,4,informational,True,True,True,False,False
2558,F,118,70598.23,2018,6,23,2,10,10,discount,True,True,True,True,False
2559,F,59,114000.0,2018,1,20,10,10,5,bogo,True,True,True,True,False
2560,F,68,82000.0,2015,12,23,3,7,7,discount,True,True,True,True,True
2561,F,73,71000.0,2017,9,30,5,20,10,discount,True,False,True,False,True
2562,F,73,65000.0,2018,3,1,10,10,5,bogo,True,True,True,True,False
2563,F,50,57000.0,2017,8,21,3,7,7,discount,True,True,True,True,True
2564,F,118,70598.23,2017,11,9,5,20,10,discount,True,False,True,False,False
2565,M,42,78000.0,2016,7,29,5,5,5,bogo,True,True,True,True,True
2566,M,42,41000.0,2014,6,18,2,10,10,discount,True,True,True,True,True
2567,M,45,92000.0,2015,6,18,0,0,3,informational,True,True,False,True,False
2568,F,118,70598.23,2018,6,21,5,5,7,bogo,True,True,True,False,False
2569,F,118,70598.23,2017,9,7,5,20,10,discount,True,False,True,False,False
2570,F,118,70598.23,2018,6,9,2,10,7,discount,True,True,True,False,False
2571,M,87,58000.0,2015,4,2,10,10,5,bogo,True,True,True,True,False
2572,F,81,44000.0,2018,5,17,2,10,10,discount,True,True,True,True,False
2573,M,61,57000.0,2014,5,25,0,0,4,informational,True,True,True,False,False
2574,M,73,39000.0,2017,1,5,3,7,7,discount,True,True,True,True,True
2575,F,78,58000.0,2016,6,8,2,10,10,discount,True,True,True,True,True
2576,F,59,97000.0,2018,4,1,10,10,5,bogo,True,True,True,True,True
2577,F,49,57000.0,2017,2,12,5,5,7,bogo,True,True,True,False,True
2578,F,68,95000.0,2018,6,18,0,0,3,informational,True,True,False,True,False
2579,F,50,34000.0,2017,8,21,5,5,5,bogo,True,True,True,True,True
2580,F,118,70598.23,2017,9,6,2,10,10,discount,True,True,True,True,False
2581,F,50,72000.0,2017,11,9,3,7,7,discount,True,True,True,True,False
2582,F,75,56000.0,2018,6,4,10,10,5,bogo,True,True,True,True,False
2583,M,31,43000.0,2018,1,23,3,7,7,discount,True,True,True,True,False
2584,M,54,33000.0,2017,9,29,3,7,7,discount,True,True,True,True,False
2585,F,46,52000.0,2017,4,21,0,0,4,informational,True,True,True,False,False
2586,M,50,51000.0,2018,7,19,10,10,5,bogo,True,True,True,True,False
2587,M,71,45000.0,2016,12,17,5,5,5,bogo,True,True,True,True,True
2588,M,66,47000.0,2016,7,31,2,10,7,discount,True,True,True,False,True
2589,M,58,114000.0,2015,11,25,3,7,7,discount,True,True,True,True,True
2590,F,54,91000.0,2017,7,29,0,0,3,informational,True,True,False,True,False
2591,M,44,34000.0,2017,11,2,2,10,10,discount,True,True,True,True,False
2592,F,118,70598.23,2017,11,18,3,7,7,discount,True,True,True,True,False
2593,M,76,69000.0,2018,6,19,10,10,5,bogo,True,True,True,True,False
2594,F,118,70598.23,2017,10,7,3,7,7,discount,True,True,True,True,False
2595,M,32,55000.0,2018,4,14,5,20,10,discount,True,False,True,False,True
2596,F,48,72000.0,2018,3,14,0,0,4,informational,True,True,True,False,False
2597,F,58,81000.0,2016,9,6,2,10,10,discount,True,True,True,True,True
2598,F,44,70000.0,2016,3,3,0,0,3,informational,True,True,False,True,False
2599,F,118,70598.23,2017,11,26,5,5,7,bogo,True,True,True,False,True
2600,M,57,31000.0,2015,5,29,3,7,7,discount,True,True,True,True,True
2601,F,45,78000.0,2017,8,7,3,7,7,discount,True,True,True,True,False
2602,M,33,59000.0,2017,10,29,2,10,10,discount,True,True,True,True,False
2603,M,54,90000.0,2018,1,30,0,0,4,informational,True,True,True,False,False
2604,F,52,89000.0,2018,3,2,10,10,5,bogo,True,True,True,True,True
2605,F,118,70598.23,2018,1,4,10,10,5,bogo,True,True,True,True,False
2606,M,46,65000.0,2017,9,15,10,10,5,bogo,True,True,True,True,True
2607,M,48,36000.0,2018,2,12,5,5,5,bogo,True,True,True,True,True
2608,M,68,67000.0,2018,2,10,10,10,7,bogo,True,True,False,True,False
2609,F,118,70598.23,2017,12,20,5,5,7,bogo,True,True,True,False,True
2610,F,45,80000.0,2014,4,30,2,10,7,discount,True,True,True,False,True
2611,F,35,50000.0,2018,4,8,5,5,5,bogo,True,True,True,True,True
2612,F,118,70598.23,2017,10,8,5,5,5,bogo,True,True,True,True,True
2613,M,63,45000.0,2017,8,3,0,0,3,informational,True,True,False,True,False
2614,F,46,31000.0,2017,10,12,5,5,5,bogo,True,True,True,True,True
2615,M,55,45000.0,2017,10,25,0,0,3,informational,True,True,False,True,False
2616,F,63,61000.0,2017,8,13,0,0,4,informational,True,True,True,False,False
2617,M,24,65000.0,2018,3,20,10,10,5,bogo,True,True,True,True,True
2618,M,72,83000.0,2015,1,11,5,5,7,bogo,True,True,True,False,True
